Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
21,14,0,5.08,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,1,0,1,0,0,2,3.8,2024-10-26
26,10,1,26.53,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,9,1,0,4,2,3,3.8,2024-10-26
20,3,1,15.72,4,7,0.571,0,2,0.0,0,0,0.0,1,2,3,1,1,0,2,5,8,3.7,2024-10-26
4,15,0,7.87,2,2,1.0,0,0,0.0,1,2,0.5,2,0,2,0,0,0,1,2,5,3.6,2024-10-26
27,17,0,28.8,0,5,0.0,0,1,0.0,0,0,0.0,0,2,2,8,1,1,0,2,0,3.6,2024-10-26
3,20,0,4.43,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,3,3.4,2024-10-26
21,14,0,4.88,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,3,3.4,2024-10-26
26,10,1,26.52,2,8,0.25,0,2,0.0,4,6,0.667,0,1,1,3,2,1,3,3,8,3.3,2024-10-26
20,3,1,3.2,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,1,0,0,1,3,3.3,2024-10-26
8,1,0,6.22,2,4,0.5,1,3,0.333,0,0,0.0,0,1,1,1,0,0,0,2,5,3.2,2024-10-26
4,15,0,19.3,2,7,0.286,2,5,0.4,1,2,0.5,1,1,2,1,1,0,2,0,7,3.2,2024-10-26
3,20,0,11.05,1,4,0.25,1,2,0.5,1,2,0.5,2,4,6,0,0,0,0,2,4,3.0,2024-10-26
27,17,0,8.9,1,3,0.333,0,0,0.0,0,0,0.0,1,2,3,1,2,0,1,1,2,2.9,2024-10-26
10,26,0,31.97,3,10,0.3,1,4,0.25,0,0,0.0,2,5,7,1,1,0,1,5,7,2.8,2024-10-26
21,14,0,7.6,2,3,0.667,0,1,0.0,0,0,0.0,0,0,0,2,1,0,2,1,4,2.7,2024-10-26
21,14,0,30.73,1,6,0.167,0,3,0.0,1,2,0.5,5,5,10,2,0,1,2,3,3,2.7,2024-10-26
1,8,1,19.32,0,1,0.0,0,0,0.0,0,0,0.0,3,1,4,3,1,1,2,2,0,2.7,2024-10-26
5,29,1,3.37,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,2,0,0,0,2.7,2024-10-26
5,29,1,21.23,1,7,0.143,1,6,0.167,0,0,0.0,3,3,6,1,1,0,0,2,3,2.4,2024-10-26
29,5,0,5.32,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,0,2,2.3,2024-10-26
17,27,1,5.6,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,4,0,0,0,3,0,2.3,2024-10-26
6,23,0,15.97,1,5,0.2,0,2,0.0,0,0,0.0,1,1,2,3,1,0,0,2,2,2.2,2024-10-26
23,6,1,9.95,1,1,1.0,0,0,0.0,1,2,0.5,0,1,1,1,0,0,0,3,3,2.1,2024-10-26
23,6,1,3.43,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,2.0,2024-10-26
3,20,0,26.38,1,8,0.125,1,4,0.25,0,0,0.0,2,6,8,2,1,0,1,1,3,2.0,2024-10-26
6,23,0,15.78,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,2,0,0,0,2,2,1.9,2024-10-26
12,7,1,3.73,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,0,0,1.7,2024-10-26
21,14,0,4.88,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,0,0,1.7,2024-10-26
13,25,1,17.9,1,4,0.25,0,2,0.0,0,0,0.0,0,0,0,4,2,0,2,2,2,1.6,2024-10-26
5,29,1,18.75,1,4,0.25,0,3,0.0,0,0,0.0,0,5,5,1,1,0,0,3,2,1.6,2024-10-26
26,10,1,6.05,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,1,2,1.6,2024-10-26
21,14,0,28.25,1,6,0.167,0,4,0.0,1,1,1.0,0,2,2,1,2,1,1,2,3,1.4,2024-10-26
15,4,1,15.38,2,8,0.25,0,5,0.0,0,0,0.0,0,0,0,1,0,2,0,0,4,1.3,2024-10-26
23,6,1,17.67,1,3,0.333,0,2,0.0,0,0,0.0,0,3,3,2,0,0,1,1,2,1.2,2024-10-26
3,20,0,4.43,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,0,0,1.0,2024-10-26
3,20,0,4.43,0,0,0.0,0,0,0.0,2,2,1.0,1,1,2,0,0,0,2,0,2,1.0,2024-10-26
29,5,0,6.22,1,3,0.333,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,2,2,0.9,2024-10-26
27,17,0,15.98,2,8,0.25,0,4,0.0,0,2,0.0,1,8,9,0,0,0,0,2,4,0.7,2024-10-26
3,20,0,4.43,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2,0.7,2024-10-26
3,20,0,29.8,3,12,0.25,0,9,0.0,3,6,0.5,0,4,4,3,1,0,3,3,9,0.7,2024-10-26
6,23,0,35.28,2,10,0.2,1,5,0.2,0,0,0.0,2,4,6,0,1,1,1,4,5,0.5,2024-10-26
3,20,0,7.12,1,3,0.333,0,0,0.0,1,2,0.5,1,0,1,0,0,0,1,1,3,0.2,2024-10-26
12,7,1,23.68,0,5,0.0,0,3,0.0,0,0,0.0,1,1,2,3,1,0,0,1,0,0.2,2024-10-26
10,26,0,19.9,0,3,0.0,0,2,0.0,1,2,0.5,2,2,4,2,0,0,1,2,1,0.1,2024-10-26
21,14,0,4.42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-26
20,3,1,3.9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,0,0,0.0,2024-10-26
25,13,0,3.18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-26
6,23,0,1.02,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-26
6,23,0,1.02,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-26
29,5,0,26.55,0,7,0.0,0,4,0.0,2,4,0.5,2,2,4,4,0,4,2,5,2,-0.1,2024-10-26
6,23,0,5.77,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,2,0,-0.2,2024-10-26
27,17,0,9.43,1,2,0.5,0,0,0.0,1,1,1.0,0,2,2,0,0,0,3,0,3,-0.4,2024-10-26
20,3,1,3.2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-10-26
4,15,0,8.63,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,1,1,0,-0.8,2024-10-26
15,4,1,2.85,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,1,3,0,-0.8,2024-10-26
7,12,0,19.1,0,8,0.0,0,3,0.0,2,2,1.0,0,1,1,2,2,1,0,4,2,-0.8,2024-10-26
7,12,0,11.77,0,3,0.0,0,1,0.0,1,2,0.5,0,0,0,0,1,0,0,1,1,-0.9,2024-10-26
6,23,0,1.02,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.0,2024-10-26
21,14,0,3.05,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.0,2024-10-26
7,12,0,11.23,0,2,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,2,0,-1.2,2024-10-26
13,25,1,12.62,1,6,0.167,0,4,0.0,0,0,0.0,0,0,0,0,1,0,0,1,2,-1.2,2024-10-26
3,20,0,15.57,1,6,0.167,1,5,0.2,0,0,0.0,0,5,5,1,0,0,2,2,3,-1.4,2024-10-26
10,26,0,6.4,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,-1.4,2024-10-26
5,29,1,7.88,1,3,0.333,1,1,1.0,0,0,0.0,0,1,1,0,0,0,1,5,3,-1.4,2024-10-26
12,7,1,20.88,0,4,0.0,0,2,0.0,0,0,0.0,1,2,3,1,0,0,0,2,0,-1.6,2024-10-26
23,6,1,7.08,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,0,-1.8,2024-10-26
25,13,0,9.28,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,1,0,1,2,1,0,-1.8,2024-10-26
4,15,0,9.73,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-1.8,2024-10-26
3,20,0,24.2,1,11,0.091,1,9,0.111,0,0,0.0,0,5,5,6,0,0,2,4,3,-2.2,2024-10-26
14,21,1,2.07,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-2.4,2024-10-26
5,29,1,5.32,0,0,0.0,0,0,0.0,0,4,0.0,0,1,1,0,0,0,1,1,0,-2.7,2024-10-26
6,23,0,13.27,0,4,0.0,0,3,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-2.9,2024-10-26
12,7,1,14.8,2,10,0.2,0,3,0.0,0,0,0.0,1,1,2,1,0,0,2,1,4,-2.9,2024-10-26
20,0,1,36.02,11,24,0.458,3,8,0.375,10,11,0.909,2,9,11,9,3,3,1,3,35,35.5,2024-10-27
22,11,1,47.78,14,32,0.438,5,17,0.294,12,15,0.8,0,4,4,4,1,2,5,3,45,27.2,2024-10-27
20,0,1,33.28,8,12,0.667,3,5,0.6,6,8,0.75,2,7,9,4,1,6,3,2,25,26.7,2024-10-27
2,16,1,34.52,8,15,0.533,5,8,0.625,8,8,1.0,0,4,4,6,1,0,2,3,29,24.9,2024-10-27
2,16,1,34.98,10,21,0.476,2,8,0.25,10,11,0.909,1,4,5,2,2,0,2,0,32,24.2,2024-10-27
12,9,1,37.52,10,19,0.526,0,0,0.0,3,4,0.75,6,12,18,6,2,1,4,1,23,23.6,2024-10-27
9,12,0,29.13,11,15,0.733,5,8,0.625,2,3,0.667,0,3,3,0,1,1,1,2,29,23.3,2024-10-27
24,18,1,32.83,8,17,0.471,5,10,0.5,6,6,1.0,0,2,2,6,2,0,2,0,27,23.1,2024-10-27
24,18,1,28.62,9,17,0.529,2,7,0.286,8,12,0.667,1,4,5,2,2,4,3,3,28,22.0,2024-10-27
16,2,0,33.32,7,11,0.636,0,0,0.0,8,11,0.727,1,11,12,7,1,1,4,3,22,21.3,2024-10-27
18,24,0,35.85,10,21,0.476,3,10,0.3,4,6,0.667,0,4,4,3,4,0,3,2,27,19.0,2024-10-27
24,18,1,30.9,7,9,0.778,1,1,1.0,2,2,1.0,6,6,12,0,0,1,2,2,17,17.4,2024-10-27
20,0,1,32.88,8,17,0.471,0,3,0.0,4,8,0.5,2,7,9,5,2,0,0,4,20,17.1,2024-10-27
12,9,1,35.65,6,19,0.316,2,12,0.167,9,9,1.0,1,6,7,11,0,0,5,1,23,16.9,2024-10-27
11,22,0,40.12,7,11,0.636,2,4,0.5,1,2,0.5,0,5,5,6,0,1,1,2,17,16.3,2024-10-27
12,9,1,35.42,7,10,0.7,3,4,0.75,1,2,0.5,4,0,4,0,2,0,2,2,18,15.4,2024-10-27
16,2,0,26.85,7,14,0.5,1,4,0.25,1,1,1.0,2,8,10,2,0,1,0,0,16,14.9,2024-10-27
9,12,0,26.7,6,11,0.545,4,7,0.571,2,2,1.0,0,4,4,6,2,1,6,1,18,14.4,2024-10-27
24,18,1,33.65,5,8,0.625,2,3,0.667,0,1,0.0,2,1,3,4,2,0,0,3,12,13.3,2024-10-27
16,2,0,32.07,5,13,0.385,1,7,0.143,10,11,0.909,1,3,4,4,0,0,4,2,21,13.1,2024-10-27
18,24,0,34.22,6,13,0.462,2,4,0.5,3,3,1.0,1,6,7,3,0,0,2,0,17,12.9,2024-10-27
16,2,0,28.97,6,9,0.667,3,5,0.6,0,0,0.0,0,4,4,0,2,0,1,1,15,12.9,2024-10-27
11,22,0,22.85,4,8,0.5,1,3,0.333,6,7,0.857,2,2,4,1,2,0,2,1,15,12.9,2024-10-27
20,0,1,28.83,5,7,0.714,4,6,0.667,2,2,1.0,1,1,2,1,0,0,0,5,16,12.8,2024-10-27
2,16,1,21.78,5,6,0.833,0,0,0.0,0,0,0.0,5,6,11,1,0,2,1,4,10,12.6,2024-10-27
9,12,0,20.07,4,9,0.444,0,0,0.0,2,4,0.5,5,6,11,3,3,0,1,4,10,12.3,2024-10-27
24,18,1,13.15,4,6,0.667,0,0,0.0,1,1,1.0,6,3,9,0,0,2,0,3,9,11.7,2024-10-27
0,20,0,19.63,4,5,0.8,1,1,1.0,1,3,0.333,2,3,5,3,0,0,0,0,10,11.7,2024-10-27
0,20,0,37.05,7,14,0.5,2,7,0.286,8,8,1.0,0,1,1,8,0,0,10,3,24,11.7,2024-10-27
11,22,0,37.3,8,18,0.444,4,9,0.444,2,5,0.4,1,3,4,2,0,1,3,2,22,11.3,2024-10-27
0,20,0,26.92,6,12,0.5,0,2,0.0,1,2,0.5,3,3,6,2,1,1,1,1,13,11.3,2024-10-27
22,11,1,37.23,4,6,0.667,0,1,0.0,1,1,1.0,5,12,17,1,2,1,4,5,9,10.9,2024-10-27
0,20,0,21.62,4,9,0.444,4,8,0.5,2,2,1.0,1,1,2,2,2,0,1,5,14,10.7,2024-10-27
0,20,0,23.37,3,9,0.333,1,2,0.5,7,9,0.778,2,1,3,1,1,0,0,2,14,10.7,2024-10-27
12,9,1,28.08,8,15,0.533,2,7,0.286,2,3,0.667,0,1,1,0,0,1,1,4,20,10.7,2024-10-27
2,16,1,28.52,5,12,0.417,3,9,0.333,0,0,0.0,0,6,6,3,2,0,1,3,13,10.3,2024-10-27
12,9,1,28.45,3,5,0.6,0,2,0.0,0,1,0.0,0,9,9,4,4,0,2,2,6,10.0,2024-10-27
9,12,0,22.05,4,10,0.4,1,6,0.167,3,6,0.5,3,2,5,1,3,0,1,2,12,10.0,2024-10-27
22,11,1,31.85,5,10,0.5,2,7,0.286,3,4,0.75,0,1,1,1,0,1,1,1,15,9.9,2024-10-27
18,24,0,31.62,7,17,0.412,0,3,0.0,0,0,0.0,1,7,8,6,0,0,2,2,14,9.1,2024-10-27
0,20,0,21.58,3,8,0.375,0,0,0.0,0,1,0.0,5,5,10,2,1,1,0,1,6,8.9,2024-10-27
18,24,0,31.17,5,7,0.714,1,3,0.333,1,2,0.5,2,0,2,1,2,0,2,5,12,8.8,2024-10-27
11,22,0,21.43,5,10,0.5,0,0,0.0,0,0,0.0,2,3,5,4,1,0,2,1,10,8.7,2024-10-27
22,11,1,21.58,3,3,1.0,1,1,1.0,1,2,0.5,2,1,3,1,1,0,0,4,8,8.5,2024-10-27
20,0,1,18.1,3,4,0.75,1,2,0.5,2,2,1.0,1,0,1,1,1,0,1,1,9,8.4,2024-10-27
11,22,0,28.42,2,4,0.5,1,1,1.0,5,5,1.0,1,6,7,1,1,0,2,5,10,8.2,2024-10-27
24,18,1,29.93,4,12,0.333,1,5,0.2,2,2,1.0,3,3,6,3,1,0,1,3,11,8.1,2024-10-27
22,11,1,36.83,6,16,0.375,1,5,0.2,4,6,0.667,4,8,12,1,1,0,5,4,17,7.7,2024-10-27
18,24,0,20.23,2,4,0.5,0,0,0.0,1,1,1.0,3,0,3,2,2,2,1,3,5,7.7,2024-10-27
18,24,0,15.48,2,3,0.667,1,2,0.5,2,2,1.0,2,1,3,0,0,2,0,3,7,7.6,2024-10-27
18,24,0,28.03,3,12,0.25,0,0,0.0,8,10,0.8,2,1,3,4,0,1,3,3,14,7.0,2024-10-27
11,22,0,15.02,2,3,0.667,2,2,1.0,0,0,0.0,0,2,2,2,0,0,0,0,6,6.7,2024-10-27
12,9,1,19.72,3,5,0.6,1,1,1.0,1,2,0.5,1,2,3,0,0,0,0,1,8,6.2,2024-10-27
22,11,1,17.13,2,4,0.5,2,3,0.667,0,0,0.0,0,1,1,2,1,0,0,2,6,5.9,2024-10-27
9,12,0,17.1,3,5,0.6,2,4,0.5,0,0,0.0,0,1,1,0,0,1,0,2,8,5.9,2024-10-27
11,22,0,31.42,3,11,0.273,1,4,0.25,3,4,0.75,0,2,2,8,0,0,1,6,10,5.9,2024-10-27
11,22,0,37.27,4,11,0.364,2,5,0.4,4,8,0.5,0,4,4,2,4,1,6,5,14,5.6,2024-10-27
22,11,1,37.9,6,18,0.333,0,4,0.0,2,3,0.667,3,5,8,0,2,0,2,4,14,5.4,2024-10-27
2,16,1,21.2,4,13,0.308,3,8,0.375,2,2,1.0,1,3,4,0,0,0,1,2,13,5.3,2024-10-27
2,16,1,18.43,3,8,0.375,1,2,0.5,0,0,0.0,2,2,4,0,1,1,0,3,7,5.1,2024-10-27
9,12,0,13.55,2,5,0.4,0,1,0.0,2,2,1.0,2,1,3,0,0,0,0,1,6,4.6,2024-10-27
2,16,1,23.78,1,3,0.333,0,0,0.0,0,0,0.0,2,4,6,6,1,0,2,4,2,4.5,2024-10-27
18,24,0,15.7,1,5,0.2,1,4,0.25,0,0,0.0,1,0,1,4,1,1,0,2,3,4.3,2024-10-27
18,24,0,16.55,1,2,0.5,0,1,0.0,0,0,0.0,1,3,4,1,0,2,0,1,2,4.3,2024-10-27
12,9,1,15.47,2,4,0.5,1,3,0.333,0,0,0.0,2,2,4,2,0,0,1,3,5,4.2,2024-10-27
0,20,0,34.28,3,11,0.273,0,4,0.0,1,2,0.5,2,6,8,2,1,1,1,3,7,4.2,2024-10-27
12,9,1,16.8,2,7,0.286,1,2,0.5,2,2,1.0,0,0,0,3,2,0,2,3,7,3.8,2024-10-27
24,18,1,14.53,2,7,0.286,1,2,0.5,2,2,1.0,2,3,5,0,0,1,1,3,7,3.7,2024-10-27
20,0,1,23.3,2,6,0.333,1,4,0.25,0,0,0.0,0,4,4,1,3,0,2,2,5,3.7,2024-10-27
20,0,1,21.35,1,3,0.333,0,2,0.0,0,1,0.0,1,1,2,1,3,2,2,1,2,3.6,2024-10-27
20,0,1,8.4,2,4,0.5,1,3,0.333,0,0,0.0,0,1,1,0,0,0,0,0,5,3.3,2024-10-27
20,0,1,1.88,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,0,3,3.0,2024-10-27
22,11,1,17.28,0,4,0.0,0,2,0.0,0,0,0.0,5,1,6,4,1,0,1,2,0,3.0,2024-10-27
16,2,0,33.95,1,4,0.25,1,2,0.5,0,0,0.0,2,5,7,1,1,0,2,1,3,2.8,2024-10-27
24,18,1,3.72,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,1,2,0,1,0,0,2.7,2024-10-27
24,18,1,30.32,2,12,0.167,1,4,0.25,4,4,1.0,1,4,5,7,0,0,4,4,9,2.6,2024-10-27
20,0,1,14.45,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,3,0,1,0,1,0,2.6,2024-10-27
11,22,0,4.28,1,1,1.0,0,0,0.0,1,1,1.0,0,1,1,0,0,0,0,1,3,2.6,2024-10-27
2,16,1,14.32,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,2,2,2.6,2024-10-27
20,0,1,1.88,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,2.4,2024-10-27
16,2,0,12.87,1,4,0.25,1,4,0.25,2,2,1.0,0,0,0,1,0,0,1,0,5,2.3,2024-10-27
16,2,0,3.43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,2,0,0,1,0,2.3,2024-10-27
2,16,1,1.97,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,1,3,2.3,2024-10-27
16,2,0,3.43,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,2.0,2024-10-27
24,18,1,15.17,2,3,0.667,1,2,0.5,0,2,0.0,0,1,1,1,0,0,2,0,5,1.9,2024-10-27
11,22,0,21.15,2,6,0.333,0,4,0.0,1,2,0.5,1,1,2,2,0,0,1,2,5,1.8,2024-10-27
16,2,0,3.43,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.7,2024-10-27
0,20,0,20.25,2,7,0.286,1,3,0.333,0,0,0.0,1,3,4,2,1,0,2,3,5,1.7,2024-10-27
22,11,1,17.4,2,5,0.4,0,2,0.0,0,0,0.0,1,1,2,1,0,0,1,1,4,1.6,2024-10-27
16,2,0,27.9,2,8,0.25,2,6,0.333,3,4,0.75,0,0,0,2,0,0,2,4,9,1.6,2024-10-27
0,20,0,3.05,0,1,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,0,2,1.6,2024-10-27
16,2,0,17.07,1,4,0.25,1,3,0.333,0,0,0.0,1,2,3,2,0,0,1,2,3,1.5,2024-10-27
2,16,1,24.83,1,8,0.125,1,7,0.143,0,0,0.0,1,2,3,2,2,0,0,3,3,1.3,2024-10-27
11,22,0,5.75,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,1,1,2,1.3,2024-10-27
9,12,0,15.95,2,6,0.333,0,0,0.0,0,0,0.0,0,1,1,1,0,1,1,0,4,1.3,2024-10-27
20,0,1,15.85,2,7,0.286,2,5,0.4,0,0,0.0,1,0,1,1,0,0,1,3,6,1.1,2024-10-27
9,12,0,24.7,2,8,0.25,0,5,0.0,0,0,0.0,1,4,5,4,0,0,2,2,4,1.1,2024-10-27
24,18,1,3.47,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,1.0,2024-10-27
0,20,0,3.05,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.0,2024-10-27
18,24,0,3.72,1,1,1.0,0,0,0.0,0,0,0.0,2,1,3,0,0,0,2,1,2,1.0,2024-10-27
2,16,1,1.97,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.7,2024-10-27
2,16,1,1.97,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,0,0,0,0,0,1,0.6,2024-10-27
16,2,0,3.43,1,3,0.333,0,1,0.0,2,2,1.0,0,0,0,0,1,0,2,2,4,0.5,2024-10-27
18,24,0,3.72,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-27
9,12,0,0.53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-27
9,12,0,26.82,0,2,0.0,0,1,0.0,2,2,1.0,0,5,5,2,0,0,2,4,2,-0.1,2024-10-27
12,9,1,4.58,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,1,0,-0.1,2024-10-27
9,12,0,3.77,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,0,-0.3,2024-10-27
20,0,1,1.88,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4,2024-10-27
9,12,0,27.88,3,14,0.214,1,9,0.111,1,1,1.0,1,5,6,2,1,1,4,3,8,-0.5,2024-10-27
9,12,0,11.75,1,3,0.333,1,2,0.5,0,2,0.0,1,1,2,0,0,0,2,1,3,-0.9,2024-10-27
20,0,1,1.88,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.4,2024-10-27
24,18,1,3.72,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.4,2024-10-27
16,2,0,13.28,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,1,1,1,0,-1.5,2024-10-27
0,20,0,29.2,3,13,0.231,1,3,0.333,0,0,0.0,1,8,9,2,0,1,4,5,7,-1.7,2024-10-27
2,16,1,1.97,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,2,0,0,-1.7,2024-10-27
18,24,0,3.72,0,3,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1.8,2024-10-27
12,9,1,18.32,1,5,0.2,0,1,0.0,0,0,0.0,0,1,1,0,1,0,1,3,2,-2.0,2024-10-27
2,16,1,9.77,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,0,0,0,1,1,0,-2.9,2024-10-27
21,11,1,39.62,16,26,0.615,3,9,0.333,15,22,0.682,4,9,13,9,1,2,4,4,50,44.0,2024-10-28
7,27,1,43.68,18,27,0.667,3,5,0.6,1,2,0.5,3,7,10,4,1,2,3,2,40,33.5,2024-10-28
16,1,0,35.53,7,15,0.467,2,8,0.25,17,18,0.944,1,6,7,7,2,1,1,2,33,33.2,2024-10-28
5,19,1,32.75,12,19,0.632,5,8,0.625,5,5,1.0,1,2,3,3,2,2,3,3,34,28.1,2024-10-28
0,29,0,38.8,11,17,0.647,1,3,0.333,6,7,0.857,2,10,12,7,1,1,3,3,29,27.9,2024-10-28
15,8,1,33.73,7,11,0.636,0,1,0.0,9,11,0.818,3,1,4,7,4,0,0,2,23,27.8,2024-10-28
1,16,1,27.68,10,14,0.714,8,12,0.667,0,0,0.0,2,3,5,3,2,0,2,2,28,25.8,2024-10-28
23,13,1,38.15,11,20,0.55,2,6,0.333,6,7,0.857,0,8,8,4,0,4,2,2,30,25.2,2024-10-28
13,23,0,35.5,12,24,0.5,0,2,0.0,5,6,0.833,5,10,15,3,1,3,3,1,29,24.9,2024-10-28
14,3,0,31.43,11,19,0.579,6,10,0.6,2,2,1.0,2,5,7,4,0,0,1,3,30,24.6,2024-10-28
3,14,1,34.6,12,22,0.545,5,12,0.417,1,1,1.0,0,3,3,4,1,0,1,0,30,23.1,2024-10-28
10,26,1,37.53,11,22,0.5,7,13,0.538,7,7,1.0,0,1,1,2,0,0,4,0,36,22.7,2024-10-28
23,13,1,39.42,11,23,0.478,3,8,0.375,8,8,1.0,1,2,3,2,1,0,2,1,33,22.6,2024-10-28
27,7,0,35.3,9,19,0.474,1,3,0.333,2,4,0.5,2,10,12,9,5,1,4,1,21,22.5,2024-10-28
6,28,1,35.68,8,14,0.571,3,6,0.5,4,4,1.0,2,4,6,9,1,1,4,2,23,22.2,2024-10-28
21,11,1,34.75,8,17,0.471,6,13,0.462,3,4,0.75,1,4,5,7,1,1,2,1,25,22.0,2024-10-28
11,21,0,33.82,10,18,0.556,2,5,0.4,4,5,0.8,2,7,9,4,2,0,2,5,26,21.3,2024-10-28
11,21,0,35.07,6,15,0.4,4,9,0.444,3,4,0.75,3,6,9,10,1,0,1,1,19,21.0,2024-10-28
25,24,1,33.9,7,14,0.5,0,1,0.0,9,10,0.9,1,3,4,3,3,0,1,1,23,20.9,2024-10-28
29,0,1,32.93,9,17,0.529,6,8,0.75,2,2,1.0,1,0,1,5,2,0,3,3,26,19.7,2024-10-28
13,23,0,37.85,8,15,0.533,5,9,0.556,2,3,0.667,0,8,8,3,2,0,1,3,23,19.6,2024-10-28
1,16,1,38.0,10,19,0.526,0,4,0.0,10,14,0.714,1,5,6,4,0,0,4,2,30,19.3,2024-10-28
7,27,1,42.12,4,8,0.5,2,2,1.0,6,8,0.75,5,6,11,8,2,1,5,2,16,19.0,2024-10-28
28,6,0,27.68,9,11,0.818,2,3,0.667,3,4,0.75,0,4,4,2,1,0,2,3,23,18.9,2024-10-28
8,15,0,34.87,9,18,0.5,4,7,0.571,2,3,0.667,1,7,8,6,2,1,5,4,24,17.7,2024-10-28
3,14,1,35.0,9,19,0.474,4,8,0.5,0,0,0.0,2,5,7,5,0,1,1,3,22,17.2,2024-10-28
25,24,1,35.87,5,8,0.625,1,2,0.5,5,6,0.833,2,11,13,7,0,0,3,4,16,17.0,2024-10-28
1,16,1,32.72,7,12,0.583,4,7,0.571,3,3,1.0,0,4,4,3,0,0,1,2,21,16.9,2024-10-28
