Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
22,16,0,15.07,1,3,0.333,0,0,0.0,1,2,0.5,2,3,5,0,0,0,0,3,3,2.0,2024-10-23
3,18,0,11.53,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,1,1,0,0,0,2,2.0,2024-10-23
5,27,1,8.5,2,5,0.4,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,0,4,2.0,2024-10-23
24,9,0,12.58,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,0,1,1,1,1,2,1.9,2024-10-23
9,24,1,19.52,3,9,0.333,0,2,0.0,4,6,0.667,1,3,4,1,0,1,4,3,10,1.9,2024-10-23
5,27,1,6.67,1,1,1.0,1,1,1.0,1,2,0.5,0,2,2,1,0,0,2,2,4,1.8,2024-10-23
16,22,1,4.07,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,0,1.7,2024-10-23
27,5,0,24.55,4,10,0.4,0,3,0.0,0,0,0.0,0,0,0,3,2,0,5,0,8,1.7,2024-10-23
24,9,0,8.0,1,4,0.25,1,2,0.5,0,0,0.0,0,1,1,1,0,0,0,0,3,1.6,2024-10-23
21,15,1,25.15,0,5,0.0,0,5,0.0,3,3,1.0,1,0,1,2,1,2,2,1,3,1.6,2024-10-23
11,8,1,6.35,1,2,0.5,1,2,0.5,0,0,0.0,1,0,1,1,0,0,1,2,3,1.6,2024-10-23
10,4,0,8.02,2,4,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,4,1.6,2024-10-23
14,28,1,23.45,2,6,0.333,2,5,0.4,0,2,0.0,0,0,0,1,1,0,0,5,6,1.5,2024-10-23
12,23,0,23.62,0,2,0.0,0,2,0.0,2,2,1.0,0,2,2,2,1,0,1,3,2,1.4,2024-10-23
18,3,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,1,0,0,0,1.4,2024-10-23
15,21,0,6.25,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,1,0,0,0,1.4,2024-10-23
15,21,0,19.67,2,7,0.286,2,5,0.4,0,0,0.0,0,1,1,1,0,0,0,4,6,1.3,2024-10-23
5,27,1,8.5,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,1.3,2024-10-23
16,22,1,13.15,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2,1.3,2024-10-23
14,28,1,14.73,2,4,0.5,0,0,0.0,1,5,0.2,4,1,5,0,0,0,1,6,5,1.1,2024-10-23
11,8,1,6.65,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,1,0,2,1.0,2024-10-23
3,18,0,1.77,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,1.0,2024-10-23
10,4,0,15.55,2,5,0.4,0,1,0.0,0,0,0.0,1,1,2,3,0,1,3,3,4,0.9,2024-10-23
5,27,1,22.7,3,12,0.25,1,6,0.167,0,0,0.0,0,1,1,6,0,0,2,4,7,0.7,2024-10-23
22,16,0,2.65,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,1,0,0,0,0,0,0.7,2024-10-23
28,14,0,19.47,0,0,0.0,0,0,0.0,2,2,1.0,0,4,4,0,0,0,1,4,2,0.6,2024-10-23
27,5,0,26.15,2,6,0.333,0,0,0.0,2,4,0.5,3,6,9,2,0,0,5,4,6,0.5,2024-10-23
11,8,1,6.3,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,2,0,0.5,2024-10-23
0,2,1,19.0,2,8,0.25,1,4,0.25,2,4,0.5,1,0,1,0,0,0,1,2,7,0.3,2024-10-23
28,14,0,16.07,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,2,0,0.2,2024-10-23
24,9,0,7.28,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,2,0,0.2,2024-10-23
4,10,1,16.55,2,9,0.222,1,3,0.333,0,0,0.0,2,3,5,1,1,0,3,1,5,0.1,2024-10-23
16,22,1,0.62,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-23
22,16,0,2.65,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-23
16,22,1,1.1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-23
21,15,1,5.35,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-0.1,2024-10-23
9,24,1,24.93,0,5,0.0,0,4,0.0,0,0,0.0,4,3,7,4,1,0,3,3,0,-0.2,2024-10-23
23,12,1,8.73,1,5,0.2,0,2,0.0,0,0,0.0,0,2,2,1,0,1,0,3,2,-0.3,2024-10-23
16,22,1,1.1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4,2024-10-23
14,28,1,13.68,1,5,0.2,0,2,0.0,0,0,0.0,1,2,3,1,0,0,1,1,2,-0.5,2024-10-23
16,22,1,1.1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-10-23
2,0,0,6.33,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-10-23
3,18,0,4.7,0,3,0.0,0,3,0.0,0,0,0.0,0,2,2,1,0,0,0,1,0,-1.2,2024-10-23
22,16,0,22.47,1,6,0.167,0,2,0.0,0,0,0.0,0,1,1,1,0,0,0,1,2,-1.2,2024-10-23
3,18,0,7.52,0,1,0.0,0,0,0.0,0,2,0.0,0,2,2,1,0,0,1,0,0,-1.2,2024-10-23
21,15,1,5.35,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.4,2024-10-23
24,9,0,9.92,0,2,0.0,0,1,0.0,1,4,0.25,1,0,1,1,0,0,1,1,1,-1.6,2024-10-23
21,15,1,5.35,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.7,2024-10-23
21,15,1,5.35,0,3,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1.8,2024-10-23
15,21,0,6.25,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,1,1,0,-1.8,2024-10-23
12,23,0,12.93,1,8,0.125,0,4,0.0,0,0,0.0,1,3,4,2,1,0,2,2,2,-2.0,2024-10-23
10,4,0,31.42,1,6,0.167,0,3,0.0,0,0,0.0,1,2,3,0,0,0,0,4,2,-2.1,2024-10-23
21,15,1,5.35,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,2,1,0,-2.5,2024-10-23
21,15,1,17.5,0,7,0.0,0,5,0.0,0,0,0.0,0,3,3,6,0,0,2,2,0,-2.6,2024-10-23
18,3,1,1.0,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-3.1,2024-10-23
8,11,0,14.85,0,4,0.0,0,2,0.0,0,0,0.0,1,0,1,0,0,0,1,3,0,-4.3,2024-10-23
20,7,1,35.78,11,18,0.611,0,5,0.0,3,5,0.6,4,10,14,5,2,4,2,2,25,27.3,2024-10-24
17,25,1,34.82,13,17,0.765,5,6,0.833,2,3,0.667,0,5,5,4,0,0,3,3,33,26.0,2024-10-24
20,7,1,36.2,11,24,0.458,2,6,0.333,4,5,0.8,2,5,7,8,2,3,2,2,28,25.0,2024-10-24
1,29,1,30.3,10,20,0.5,3,6,0.5,4,5,0.8,1,7,8,3,4,0,2,1,27,23.1,2024-10-24
6,26,1,26.08,7,13,0.538,6,10,0.6,2,2,1.0,3,4,7,1,3,0,0,1,22,22.3,2024-10-24
7,20,0,35.2,6,13,0.462,1,3,0.333,3,4,0.75,4,8,12,13,2,1,3,3,16,21.7,2024-10-24
1,29,1,28.65,9,20,0.45,3,11,0.273,4,7,0.571,2,9,11,6,1,0,1,1,25,21.3,2024-10-24
17,25,1,39.2,10,24,0.417,5,15,0.333,7,7,1.0,1,6,7,4,1,0,3,4,32,20.9,2024-10-24
29,1,0,32.48,9,17,0.529,6,11,0.545,2,2,1.0,0,1,1,4,4,1,4,3,26,20.3,2024-10-24
6,26,1,36.27,9,25,0.36,4,11,0.364,6,8,0.75,1,9,10,8,1,1,4,3,28,18.8,2024-10-24
25,17,0,42.53,7,18,0.389,0,2,0.0,12,14,0.857,1,7,8,2,1,0,2,0,26,18.6,2024-10-24
25,17,0,43.0,8,17,0.471,5,10,0.5,2,2,1.0,2,9,11,2,0,0,0,3,23,18.6,2024-10-24
6,26,1,27.78,6,8,0.75,0,0,0.0,3,5,0.6,4,7,11,6,1,0,2,4,15,17.5,2024-10-24
25,17,0,38.18,8,13,0.615,3,4,0.75,5,8,0.625,1,7,8,1,2,1,4,4,24,17.5,2024-10-24
1,29,1,29.27,6,11,0.545,4,7,0.571,3,4,0.75,1,3,4,4,1,0,1,1,19,17.3,2024-10-24
17,25,1,26.52,6,10,0.6,4,7,0.571,3,3,1.0,0,13,13,3,0,0,2,4,19,16.8,2024-10-24
26,6,0,27.32,7,12,0.583,4,8,0.5,0,0,0.0,2,5,7,3,1,2,3,1,18,16.4,2024-10-24
29,1,0,20.22,8,13,0.615,0,0,0.0,2,2,1.0,2,3,5,2,0,0,0,0,18,15.8,2024-10-24
26,6,0,29.18,7,10,0.7,2,5,0.4,1,2,0.5,1,3,4,2,1,0,0,2,17,15.6,2024-10-24
25,17,0,26.4,6,9,0.667,1,2,0.5,4,5,0.8,0,1,1,4,0,0,0,1,17,15.4,2024-10-24
20,7,1,19.52,7,9,0.778,1,2,0.5,0,0,0.0,0,6,6,1,0,2,1,1,15,14.0,2024-10-24
25,17,0,37.15,6,14,0.429,1,4,0.25,2,2,1.0,0,2,2,11,1,0,2,3,15,13.7,2024-10-24
7,20,0,29.1,8,15,0.533,0,3,0.0,0,0,0.0,2,5,7,1,2,2,3,1,16,12.3,2024-10-24
29,1,0,29.83,1,2,0.5,0,0,0.0,6,8,0.75,1,5,6,6,1,0,3,0,8,10.6,2024-10-24
1,29,1,27.95,5,11,0.455,5,10,0.5,0,0,0.0,0,1,1,2,0,0,0,1,15,10.6,2024-10-24
6,26,1,27.4,6,17,0.353,3,7,0.429,0,0,0.0,1,2,3,2,2,1,0,1,15,10.5,2024-10-24
7,20,0,32.55,5,12,0.417,0,1,0.0,2,2,1.0,5,4,9,2,1,0,2,1,12,10.3,2024-10-24
26,6,0,27.03,6,11,0.545,1,2,0.5,5,7,0.714,2,4,6,2,0,0,4,4,18,10.3,2024-10-24
1,29,1,13.63,5,7,0.714,0,1,0.0,2,2,1.0,4,3,7,0,0,0,1,4,12,10.2,2024-10-24
6,26,1,18.52,3,6,0.5,0,0,0.0,3,4,0.75,4,2,6,2,1,1,1,5,9,9.1,2024-10-24
6,26,1,26.32,4,11,0.364,2,7,0.286,1,2,0.5,2,3,5,2,1,0,0,1,11,8.8,2024-10-24
7,20,0,32.17,5,17,0.294,3,10,0.3,2,2,1.0,1,7,8,2,1,0,1,2,15,8.5,2024-10-24
7,20,0,38.45,4,13,0.308,2,5,0.4,2,2,1.0,2,4,6,4,2,0,3,2,12,8.1,2024-10-24
6,26,1,19.67,3,6,0.5,3,5,0.6,2,2,1.0,1,0,1,2,0,1,2,3,11,7.6,2024-10-24
17,25,1,18.32,3,5,0.6,3,5,0.6,0,0,0.0,0,1,1,2,0,0,1,0,9,7.4,2024-10-24
29,1,0,9.62,4,7,0.571,0,1,0.0,0,2,0.0,4,2,6,1,0,0,1,0,8,7.0,2024-10-24
26,6,0,28.47,5,18,0.278,1,8,0.125,6,6,1.0,2,7,9,1,0,1,4,1,17,6.9,2024-10-24
26,6,0,8.87,2,3,0.667,0,0,0.0,2,2,1.0,0,0,0,2,0,0,0,0,6,6.1,2024-10-24
1,29,1,15.43,3,4,0.75,2,3,0.667,0,0,0.0,0,1,1,1,0,0,1,1,8,6.0,2024-10-24
26,6,0,18.45,3,7,0.429,0,2,0.0,2,3,0.667,2,1,3,5,0,0,2,3,8,5.9,2024-10-24
26,6,0,13.55,2,3,0.667,1,1,1.0,0,0,0.0,2,3,5,1,1,0,1,3,5,5.5,2024-10-24
26,6,0,5.98,3,5,0.6,1,3,0.333,0,0,0.0,0,2,2,0,0,0,0,0,7,5.3,2024-10-24
20,7,1,13.25,2,4,0.5,2,3,0.667,0,0,0.0,0,3,3,0,0,1,0,1,6,5.2,2024-10-24
29,1,0,8.78,2,6,0.333,0,1,0.0,2,2,1.0,0,0,0,2,1,0,0,0,6,5.0,2024-10-24
26,6,0,15.63,0,2,0.0,0,0,0.0,3,4,0.75,1,0,1,3,1,0,0,0,3,5.0,2024-10-24
29,1,0,8.07,3,6,0.5,1,3,0.333,0,0,0.0,1,1,2,1,0,0,0,2,7,4.9,2024-10-24
29,1,0,24.08,3,6,0.5,0,3,0.0,0,0,0.0,0,5,5,3,0,0,1,2,6,4.8,2024-10-24
29,1,0,27.65,6,16,0.375,0,5,0.0,0,0,0.0,0,2,2,1,1,1,1,1,12,4.8,2024-10-24
26,6,0,28.77,1,6,0.167,1,4,0.25,0,0,0.0,0,7,7,8,1,0,2,3,3,4.7,2024-10-24
20,7,1,28.58,2,7,0.286,0,2,0.0,1,1,1.0,1,1,2,0,3,1,0,3,5,4.4,2024-10-24
7,20,0,21.25,2,10,0.2,1,6,0.167,1,4,0.25,1,4,5,5,1,2,2,0,6,4.4,2024-10-24
17,25,1,27.33,2,9,0.222,2,7,0.286,0,0,0.0,1,1,2,4,0,1,0,2,6,4.2,2024-10-24
6,26,1,15.4,1,3,0.333,1,1,1.0,0,0,0.0,0,4,4,1,0,1,0,1,3,3.5,2024-10-24
20,7,1,23.03,2,7,0.286,0,1,0.0,0,0,0.0,2,2,4,0,2,0,0,1,4,3.5,2024-10-24
17,25,1,34.63,1,2,0.5,0,0,0.0,1,2,0.5,1,10,11,1,2,0,3,4,3,3.4,2024-10-24
1,29,1,16.22,2,3,0.667,0,0,0.0,0,0,0.0,1,3,4,1,0,0,0,4,4,3.4,2024-10-24
25,17,0,11.18,0,1,0.0,0,0,0.0,2,2,1.0,0,1,1,0,2,0,0,1,2,3.2,2024-10-24
20,7,1,20.4,3,10,0.3,1,6,0.167,0,0,0.0,1,1,2,1,0,0,0,0,7,2.9,2024-10-24
7,20,0,17.25,3,6,0.5,0,2,0.0,0,0,0.0,0,0,0,1,1,0,1,2,6,2.9,2024-10-24
26,6,0,5.98,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,1,0,0,0,2.7,2024-10-24
29,1,0,20.28,2,6,0.333,0,4,0.0,0,0,0.0,0,3,3,2,1,0,0,3,4,2.7,2024-10-24
1,29,1,22.75,1,4,0.25,0,1,0.0,5,5,1.0,0,2,2,1,0,0,2,3,7,2.7,2024-10-24
17,25,1,26.65,4,10,0.4,1,6,0.167,0,0,0.0,1,0,1,2,0,0,2,3,9,2.5,2024-10-24
26,6,0,24.78,3,9,0.333,1,3,0.333,0,0,0.0,0,4,4,2,0,0,2,0,7,2.5,2024-10-24
6,26,1,1.7,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,2.4,2024-10-24
1,29,1,5.55,0,1,0.0,0,0,0.0,1,2,0.5,2,1,3,1,0,0,0,0,1,2.3,2024-10-24
20,7,1,19.08,0,2,0.0,0,1,0.0,0,0,0.0,2,4,6,4,0,0,1,2,0,2.2,2024-10-24
25,17,0,5.67,1,1,1.0,0,0,0.0,1,2,0.5,0,2,2,0,0,1,1,1,3,2.2,2024-10-24
25,17,0,10.75,1,4,0.25,1,3,0.333,0,0,0.0,0,1,1,1,1,0,0,1,3,2.2,2024-10-24
1,29,1,8.07,1,3,0.333,0,2,0.0,2,2,1.0,0,1,1,0,0,0,0,1,4,2.2,2024-10-24
7,20,0,14.78,1,7,0.143,0,4,0.0,0,0,0.0,2,4,6,1,0,2,0,0,2,2.2,2024-10-24
7,20,0,11.03,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,1,2,1.9,2024-10-24
29,1,0,3.18,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,1,1,0,1,0,2,1.7,2024-10-24
1,29,1,3.9,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,2,1,0,0,1.7,2024-10-24
17,25,1,27.48,2,9,0.222,0,4,0.0,2,2,1.0,2,0,2,3,0,1,2,3,6,1.5,2024-10-24
20,7,1,33.72,5,16,0.313,2,8,0.25,0,1,0.0,1,2,3,3,0,2,5,3,12,1.0,2024-10-24
29,1,0,21.87,1,7,0.143,0,5,0.0,0,0,0.0,1,4,5,1,0,2,0,2,2,0.7,2024-10-24
29,1,0,3.9,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,0,3,0,0.5,2024-10-24
7,20,0,1.63,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.3,2024-10-24
7,20,0,1.63,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.3,2024-10-24
6,26,1,2.95,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.3,2024-10-24
17,25,1,5.05,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0.3,2024-10-24
26,6,0,5.98,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,1,1,1,0,0.2,2024-10-24
6,26,1,21.23,1,6,0.167,0,2,0.0,0,0,0.0,0,1,1,3,0,0,0,1,2,0.2,2024-10-24
20,7,1,1.18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-24
20,7,1,1.18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-24
25,17,0,19.6,1,4,0.25,0,3,0.0,0,0,0.0,0,4,4,0,0,0,0,2,2,0.0,2024-10-24
6,26,1,1.7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-24
20,7,1,1.18,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-0.4,2024-10-24
7,20,0,1.63,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-0.4,2024-10-24
29,1,0,25.92,1,6,0.167,0,2,0.0,1,2,0.5,0,3,3,2,0,2,2,3,3,-0.7,2024-10-24
29,1,0,4.12,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-10-24
7,20,0,1.63,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-10-24
7,20,0,1.63,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-10-24
1,29,1,20.08,0,2,0.0,0,1,0.0,0,0,0.0,1,4,5,1,0,0,2,0,0,-0.8,2024-10-24
25,17,0,5.53,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-1.5,2024-10-24
1,29,1,10.13,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,1,0,1,0,-1.8,2024-10-24
20,7,1,6.85,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,-2.1,2024-10-24
6,26,1,14.98,1,6,0.167,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-2.2,2024-10-24
1,29,1,8.07,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,3,1,0,-3.1,2024-10-24
0,4,1,41.47,11,24,0.458,5,14,0.357,11,13,0.846,3,5,8,10,4,0,7,1,38,32.0,2024-10-25
3,16,1,34.37,12,20,0.6,7,13,0.538,4,4,1.0,0,6,6,5,4,0,3,1,35,31.7,2024-10-25
13,23,1,37.5,11,18,0.611,0,0,0.0,13,17,0.765,1,7,8,4,1,2,1,2,35,31.4,2024-10-25
16,3,0,35.13,15,23,0.652,0,1,0.0,8,16,0.5,1,10,11,5,0,0,3,1,38,28.5,2024-10-25
9,28,1,19.92,10,14,0.714,7,9,0.778,0,0,0.0,0,4,4,6,1,0,0,0,27,27.6,2024-10-25
13,23,1,36.65,8,12,0.667,5,7,0.714,5,6,0.833,0,4,4,8,3,1,4,4,26,25.3,2024-10-25
27,22,1,36.32,8,11,0.727,0,2,0.0,11,13,0.846,2,3,5,4,2,1,4,2,27,24.7,2024-10-25
23,13,0,38.57,11,17,0.647,2,3,0.667,6,7,0.857,0,4,4,6,0,1,3,3,30,24.0,2024-10-25
21,2,1,38.9,10,19,0.526,3,6,0.5,6,6,1.0,2,4,6,5,1,0,3,2,29,23.0,2024-10-25
19,11,1,32.28,5,11,0.455,2,2,1.0,9,10,0.9,4,11,15,0,1,2,0,2,21,22.6,2024-10-25
24,18,0,40.22,11,23,0.478,8,17,0.471,4,4,1.0,0,6,6,1,1,3,5,3,34,21.7,2024-10-25
19,11,1,29.92,10,19,0.526,3,5,0.6,3,4,0.75,2,3,5,5,0,0,1,1,26,20.7,2024-10-25
0,4,1,33.15,7,14,0.5,2,6,0.333,8,8,1.0,1,6,7,3,0,1,0,4,24,20.7,2024-10-25
3,16,1,33.28,9,15,0.6,2,6,0.333,5,6,0.833,1,4,5,1,0,2,1,0,25,20.7,2024-10-25
18,24,1,29.02,8,12,0.667,4,7,0.571,4,4,1.0,1,4,5,0,0,0,0,1,24,20.3,2024-10-25
4,0,0,30.5,8,17,0.471,3,8,0.375,8,8,1.0,1,4,5,0,0,1,0,3,27,19.7,2024-10-25
5,8,1,31.22,5,7,0.714,0,0,0.0,7,8,0.875,0,11,11,2,1,1,1,0,17,19.1,2024-10-25
3,16,1,24.47,6,10,0.6,2,2,1.0,3,4,0.75,0,6,6,9,0,0,1,0,17,19.1,2024-10-25
16,3,0,35.78,11,21,0.524,3,12,0.25,3,3,1.0,0,4,4,8,0,0,5,1,28,19.1,2024-10-25
27,22,1,27.4,5,8,0.625,0,0,0.0,9,11,0.818,1,8,9,3,0,4,2,4,19,19.0,2024-10-25
5,8,1,26.78,7,9,0.778,5,7,0.714,0,1,0.0,0,5,5,1,2,0,0,2,19,18.5,2024-10-25
22,27,0,39.13,9,17,0.529,3,6,0.5,7,8,0.875,0,2,2,2,2,0,4,3,28,18.1,2024-10-25
19,11,1,33.48,8,12,0.667,2,3,0.667,3,4,0.75,1,0,1,5,1,0,1,4,21,18.0,2024-10-25
13,23,1,34.7,7,13,0.538,2,5,0.4,5,8,0.625,0,4,4,8,0,0,2,1,21,17.9,2024-10-25
0,4,1,24.4,8,10,0.8,2,4,0.5,0,0,0.0,0,1,1,4,2,2,1,5,18,17.7,2024-10-25
4,0,0,28.72,10,20,0.5,9,14,0.643,5,6,0.833,1,4,5,4,1,1,10,6,34,17.6,2024-10-25
8,5,0,34.92,14,24,0.583,2,6,0.333,3,3,1.0,2,2,4,6,0,0,9,4,33,17.4,2024-10-25
18,24,1,39.87,8,17,0.471,4,9,0.444,0,0,0.0,0,2,2,3,4,1,1,2,20,16.9,2024-10-25
3,16,1,32.0,7,17,0.412,4,9,0.444,4,4,1.0,2,8,10,4,0,0,1,4,22,16.9,2024-10-25
27,22,1,23.77,3,8,0.375,0,1,0.0,6,7,0.857,5,4,9,5,2,3,2,2,12,16.7,2024-10-25
2,21,0,32.45,7,12,0.583,3,4,0.75,3,4,0.75,0,1,1,6,1,0,2,3,20,16.3,2024-10-25
19,11,1,36.67,8,15,0.533,1,6,0.167,3,4,0.75,3,7,10,3,1,0,3,1,20,16.2,2024-10-25
18,24,1,35.32,8,20,0.4,4,9,0.444,1,2,0.5,2,6,8,4,2,1,2,3,21,15.3,2024-10-25
5,8,1,31.73,6,12,0.5,2,3,0.667,2,2,1.0,1,5,6,3,4,2,4,1,16,15.3,2024-10-25
4,0,0,30.05,3,6,0.5,0,0,0.0,6,8,0.75,6,7,13,2,0,1,1,1,12,15.2,2024-10-25
2,21,0,35.05,7,17,0.412,3,5,0.6,7,8,0.875,1,5,6,3,0,0,3,2,24,15.0,2024-10-25
18,24,1,29.1,4,15,0.267,0,1,0.0,8,14,0.571,3,8,11,7,1,3,1,3,16,15.0,2024-10-25
10,14,1,31.2,5,12,0.417,2,6,0.333,6,6,1.0,3,1,4,0,2,0,0,3,18,14.8,2024-10-25
10,14,1,31.75,8,21,0.381,4,8,0.5,2,6,0.333,2,4,6,4,3,1,2,3,22,14.8,2024-10-25
24,18,0,28.52,7,9,0.778,1,3,0.333,0,1,0.0,0,1,1,6,3,0,3,2,15,14.8,2024-10-25
23,13,0,35.33,9,21,0.429,4,10,0.4,1,2,0.5,2,1,3,4,1,1,2,3,23,14.5,2024-10-25
10,14,1,16.03,5,7,0.714,3,4,0.75,0,0,0.0,2,3,5,0,2,1,0,2,13,14.3,2024-10-25
11,19,0,23.6,8,13,0.615,2,5,0.4,2,4,0.5,0,2,2,1,1,0,1,1,20,14.2,2024-10-25
21,2,1,37.22,4,13,0.308,1,2,0.5,6,11,0.545,1,5,6,9,0,1,0,2,15,13.9,2024-10-25
8,5,0,29.27,8,16,0.5,2,5,0.4,4,6,0.667,0,5,5,4,0,0,2,4,22,13.9,2024-10-25
5,8,1,15.83,4,6,0.667,0,1,0.0,5,6,0.833,1,1,2,4,1,0,1,0,13,13.8,2024-10-25
21,2,1,31.45,3,5,0.6,1,3,0.333,1,2,0.5,1,10,11,4,2,0,0,1,8,13.4,2024-10-25
24,18,0,36.15,6,20,0.3,2,9,0.222,10,11,0.909,0,1,1,7,1,0,4,2,24,13.4,2024-10-25
23,13,0,35.43,6,14,0.429,3,6,0.5,0,0,0.0,0,1,1,9,2,1,2,4,15,13.3,2024-10-25
9,28,1,16.9,6,6,1.0,0,0,0.0,0,0,0.0,3,6,9,2,0,0,1,3,12,13.3,2024-10-25
10,14,1,35.03,5,13,0.385,0,3,0.0,4,4,1.0,6,10,16,4,0,2,3,5,14,13.3,2024-10-25
11,19,0,19.52,4,8,0.5,1,4,0.25,3,3,1.0,1,3,4,3,2,0,0,1,12,13.3,2024-10-25
2,21,0,26.45,6,10,0.6,3,6,0.5,0,0,0.0,3,3,6,0,1,0,1,1,15,13.0,2024-10-25
14,10,0,29.18,8,16,0.5,0,4,0.0,1,2,0.5,1,2,3,4,2,2,2,3,17,12.9,2024-10-25
10,14,1,30.92,5,9,0.556,5,9,0.556,1,4,0.25,0,3,3,3,1,0,0,4,16,12.9,2024-10-25
23,13,0,32.4,5,8,0.625,2,4,0.5,2,2,1.0,0,2,2,4,1,0,2,0,14,12.8,2024-10-25
14,10,0,22.58,6,10,0.6,0,0,0.0,1,3,0.333,4,5,9,1,1,1,0,4,13,12.7,2024-10-25
16,3,0,29.63,5,7,0.714,1,1,1.0,0,0,0.0,3,5,8,2,1,0,0,4,11,12.5,2024-10-25
22,27,0,29.22,3,5,0.6,3,5,0.6,5,5,1.0,0,1,1,2,3,0,2,5,14,12.4,2024-10-25
21,2,1,15.1,7,8,0.875,1,2,0.5,3,4,0.75,0,3,3,0,1,1,3,5,18,12.4,2024-10-25
9,28,1,23.37,3,10,0.3,2,4,0.5,2,2,1.0,5,8,13,5,0,2,1,4,10,12.4,2024-10-25
28,9,0,23.7,4,10,0.4,1,3,0.333,5,5,1.0,2,5,7,4,1,1,3,2,14,12.2,2024-10-25
10,14,1,31.7,5,13,0.385,0,2,0.0,6,8,0.75,5,10,15,2,1,0,3,5,16,12.0,2024-10-25
27,22,1,26.22,5,9,0.556,0,1,0.0,2,2,1.0,3,5,8,1,2,0,1,3,12,11.8,2024-10-25
